r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.36,168.9,0.0,30.0,0.0,d,3.38,154.37,-3.34,30.0,0.0,e
0.02822419065751231,4.8415399039949385,0.0,3.182058693811948,0.0,d,0.05853140973807078,4.561284236800956,0.06948443293107517,3.247061206919494,0.0,e
