r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.72,146.19,0.0,10.0,0.0,f,3.32,173.02,1.27,10.32,0.0,g
0.018657121489062997,0.764184649477932,0.0,0.6814588600758822,0.0,f,0.007278574551460626,1.2936176629390463,0.11653233256071086,0.6563338024246393,0.0,g
