r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.31,168.02,0.0,27.69,0.0,e,3.47,150.73,2.8,28.73,0.0,g
0.01678439607751191,2.9395520941042244,0.0,1.1933175033871104,0.0,e,0.022548942558258206,1.9209041954107675,0.5435583548536397,1.3216224899081066,0.0,g
