r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.47,161.82,0.0,28.78,0.0,d,3.25,154.43,1.15,29.33,0.0,f
0.020688885603270354,1.8925539225750547,0.0,1.552332742339877,0.0,d,0.031575326593392246,2.067512614994448,0.4038185084355372,1.6450065037362143,0.0,f
