r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.35,140.32,0.0,11.27,0.0,e,3.68,163.61,-0.11,10.0,0.0,b
0.007956786133905814,1.2291023704156163,0.0,0.8251206592156244,0.0,e,0.026344905656579123,1.268578991397135,0.16809885261737603,0.8964235814611092,0.0,b
