r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.38,154.39,0.0,19.92,0.0,g,3.26,152.97,-4.71,19.68,0.0,g
0.029567460051170297,2.540209697273524,0.0,1.3887189442513017,0.0,g,0.04635433625666451,3.7372524148423403,0.21588451183208948,1.3881043453103188,0.0,g
