r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.33,150.2,0.0,10.0,0.0,g,3.72,178.75,3.11,10.0,0.0,e
0.05494926284858883,2.4471128628725647,0.0,2.36556123545295,0.0,g,0.07962852804955552,6.113277988820323,0.253176513735848,2.2857991802785267,0.0,e
