r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.41,147.61,0.0,21.79,0.0,f,3.29,140.07,-1.87,21.38,0.0,f
0.014134771078304341,1.7001282015505843,0.0,0.34287566762394084,0.0,f,0.009469475720914429,1.7468432169172474,0.12917835369644348,0.3535696469018926,0.0,f
