r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.33,145.94,0.0,19.14,0.0,a,3.28,143.81,1.4,18.96,0.0,c
0.014313384281713448,2.152816399660121,0.0,0.7402569147769255,0.0,a,0.023889757912360775,2.2332780157301335,0.49352517366685433,0.7746084983381127,0.0,c
