r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.34,137.72,0.0,19.54,0.0,a,3.27,137.42,-3.16,19.33,0.0,e
0.01042803939931677,1.8797081025414895,0.0,0.533107170060506,0.0,a,0.014220916491943457,1.9922409281828721,0.3506391470555041,0.5518095839666555,0.0,e
