r1,p1,zs1,ia1,shr1,reg1,r2,p2,zs2,ia2,shr2,reg2
3.4,132.73,0.0,22.37,0.0,g,3.25,141.64,-0.31,22.19,0.0,e
0.015545073585748598,2.0095907590208992,0.0,0.6413381146162104,0.0,g,0.019136938295617693,2.6428932232979587,0.23413215831061165,0.5636387404513724,0.0,e
